ANO,UFCOD,IDADE,SEXO,POPULACAO
2001,15,A7878,F,4500
2001,15,A7979,F,4214
2001,15,A8080,F,4001
2001,15,A8181,F,3755
2001,15,A8282,F,3499
2001,15,A8383,F,3228
2001,15,A8484,F,2943
2001,15,A8585,F,2647
2001,15,A8686,F,2347
2001,15,A8787,F,2047
2001,15,A8888,F,1752
2001,15,A8989,F,1467
2001,15,A9090,F,6090
2001,16,A0000,M,8399
2001,16,A0101,M,8402
2001,16,A0202,M,8368
2001,16,A0303,M,8212
2001,16,A0404,M,8010
2001,16,A0505,M,7794
2001,16,A0606,M,7552
2001,16,A0707,M,7289
2001,16,A0808,M,7034
2001,16,A0909,M,6771
2001,16,A1010,M,6513
2001,16,A1111,M,6299
2001,16,A1212,M,6146
2001,16,A1313,M,6051
2001,16,A1414,M,5988
2001,16,A1515,M,5932
2001,16,A1616,M,5850
2001,16,A1717,M,5751
2001,16,A1818,M,5644
2001,16,A1919,M,5521
2001,16,A2020,M,5402
2001,16,A2121,M,5270
2001,16,A2222,M,5120
2001,16,A2323,M,4958
2001,16,A2424,M,4785
2001,16,A2525,M,4618
2001,16,A2626,M,4468
2001,16,A2727,M,4316
2001,16,A2828,M,4195
2001,16,A2929,M,4076
2001,16,A3030,M,3949
2001,16,A3131,M,3815
2001,16,A3232,M,3670
2001,16,A3333,M,3528
2001,16,A3434,M,3382
2001,16,A3535,M,3230
2001,16,A3636,M,3102
2001,16,A3737,M,2958
2001,16,A3838,M,2832
2001,16,A3939,M,2681
2001,16,A4040,M,2566
2001,16,A4141,M,2467
2001,16,A4242,M,2362
2001,16,A4343,M,2262
2001,16,A4444,M,2164
2001,16,A4545,M,2064
2001,16,A4646,M,1972
2001,16,A4747,M,1872
2001,16,A4848,M,1774
2001,16,A4949,M,1656
2001,16,A5050,M,1542
2001,16,A5151,M,1428
2001,16,A5252,M,1316
2001,16,A5353,M,1228
2001,16,A5454,M,1156
2001,16,A5555,M,1112
2001,16,A5656,M,1073
2001,16,A5757,M,1030
2001,16,A5858,M,988
2001,16,A5959,M,926
2001,16,A6060,M,863
2001,16,A6161,M,800
2001,16,A6262,M,747
2001,16,A6363,M,695
2001,16,A6464,M,655
2001,16,A6565,M,620
2001,16,A6666,M,590
2001,16,A6767,M,560
2001,16,A6868,M,530
2001,16,A6969,M,500
2001,16,A7070,M,468
2001,16,A7171,M,430
2001,16,A7272,M,398
2001,16,A7373,M,362
2001,16,A7474,M,328
2001,16,A7575,M,298
2001,16,A7676,M,268
2001,16,A7777,M,240
2001,16,A7878,M,218
2001,16,A7979,M,200
2001,16,A8080,M,197
2001,16,A8181,M,186
2001,16,A8282,M,174
2001,16,A8383,M,160
2001,16,A8484,M,144
2001,16,A8585,M,127
2001,16,A8686,M,112
2001,16,A8787,M,98
2001,16,A8888,M,87
2001,16,A8989,M,81
2001,16,A9090,M,337
2001,16,A0000,F,8058
2001,16,A0101,F,8078
2001,16,A0202,F,8042
