ANO,UFCOD,IDADE,SEXO,POPULACAO
2000,11,A4343,F,7030
2000,11,A4444,F,6697
2000,11,A4545,F,6363
2000,11,A4646,F,6016
2000,11,A4747,F,5677
2000,11,A4848,F,5337
2000,11,A4949,F,4990
2000,11,A5050,F,4662
2000,11,A5151,F,4344
2000,11,A5252,F,4063
2000,11,A5353,F,3824
2000,11,A5454,F,3621
2000,11,A5555,F,3431
2000,11,A5656,F,3246
2000,11,A5757,F,3077
2000,11,A5858,F,2929
2000,11,A5959,F,2782
2000,11,A6060,F,2656
2000,11,A6161,F,2532
2000,11,A6262,F,2410
2000,11,A6363,F,2276
2000,11,A6464,F,2146
2000,11,A6565,F,2007
2000,11,A6666,F,1874
2000,11,A6767,F,1744
2000,11,A6868,F,1618
2000,11,A6969,F,1492
2000,11,A7070,F,1369
2000,11,A7171,F,1251
2000,11,A7272,F,1139
2000,11,A7373,F,1037
2000,11,A7474,F,949
2000,11,A7575,F,869
2000,11,A7676,F,790
2000,11,A7777,F,716
2000,11,A7878,F,646
2000,11,A7979,F,581
2000,11,A8080,F,521
2000,11,A8181,F,464
2000,11,A8282,F,411
2000,11,A8383,F,361
2000,11,A8484,F,315
2000,11,A8585,F,271
2000,11,A8686,F,229
2000,11,A8787,F,189
2000,11,A8888,F,151
2000,11,A8989,F,113
2000,11,A9090,F,648
2000,12,A0000,M,9658
2000,12,A0101,M,9417
2000,12,A0202,M,9120
2000,12,A0303,M,8808
2000,12,A0404,M,8480
2000,12,A0505,M,8165
2000,12,A0606,M,7864
2000,12,A0707,M,7599
2000,12,A0808,M,7338
2000,12,A0909,M,7082
2000,12,A1010,M,6903
2000,12,A1111,M,6805
2000,12,A1212,M,6784
2000,12,A1313,M,6788
2000,12,A1414,M,6788
2000,12,A1515,M,6778
2000,12,A1616,M,6728
2000,12,A1717,M,6647
2000,12,A1818,M,6552
2000,12,A1919,M,6441
2000,12,A2020,M,6278
2000,12,A2121,M,6052
2000,12,A2222,M,5795
2000,12,A2323,M,5508
2000,12,A2424,M,5246
2000,12,A2525,M,5012
2000,12,A2626,M,4806
2000,12,A2727,M,4628
2000,12,A2828,M,4446
2000,12,A2929,M,4266
2000,12,A3030,M,4111
2000,12,A3131,M,3966
2000,12,A3232,M,3834
2000,12,A3333,M,3708
2000,12,A3434,M,3594
2000,12,A3535,M,3479
2000,12,A3636,M,3362
2000,12,A3737,M,3250
2000,12,A3838,M,3124
2000,12,A3939,M,3023
2000,12,A4040,M,2929
2000,12,A4141,M,2832
2000,12,A4242,M,2737
2000,12,A4343,M,2620
2000,12,A4444,M,2506
2000,12,A4545,M,2390
2000,12,A4646,M,2280
2000,12,A4747,M,2182
2000,12,A4848,M,2076
2000,12,A4949,M,1984
2000,12,A5050,M,1892
2000,12,A5151,M,1800
2000,12,A5252,M,1718
2000,12,A5353,M,1640
2000,12,A5454,M,1571
2000,12,A5555,M,1500
2000,12,A5656,M,1424
2000,12,A5757,M,1358
2000,12,A5858,M,1291
2000,12,A5959,M,1236
2000,12,A6060,M,1178
2000,12,A6161,M,1120
2000,12,A6262,M,1065
2000,12,A6363,M,1010
2000,12,A6464,M,957
2000,12,A6565,M,909
2000,12,A6666,M,861
2000,12,A6767,M,818
2000,12,A6868,M,784
2000,12,A6969,M,761
2000,12,A7070,M,736
2000,12,A7171,M,708
2000,12,A7272,M,680
2000,12,A7373,M,648
2000,12,A7474,M,612
2000,12,A7575,M,566
2000,12,A7676,M,526
2000,12,A7777,M,486
2000,12,A7878,M,445
2000,12,A7979,M,404
2000,12,A8080,M,362
2000,12,A8181,M,324
2000,12,A8282,M,286
2000,12,A8383,M,251
2000,12,A8484,M,218
2000,12,A8585,M,189
2000,12,A8686,M,161
2000,12,A8787,M,137
2000,12,A8888,M,117
2000,12,A8989,M,100
2000,12,A9090,M,357
2000,12,A0000,F,9332
2000,12,A0101,F,9159
2000,12,A0202,F,8944
2000,12,A0303,F,8697
2000,12,A0404,F,8442
2000,12,A0505,F,8184
2000,12,A0606,F,7924
2000,12,A0707,F,7676
2000,12,A0808,F,7405
2000,12,A0909,F,7148
2000,12,A1010,F,6952
2000,12,A1111,F,6854
2000,12,A1212,F,6806
2000,12,A1313,F,6782
2000,12,A1414,F,6768
2000,12,A1515,F,6730
2000,12,A1616,F,6668
2000,12,A1717,F,6581
2000,12,A1818,F,6506
2000,12,A1919,F,6404
2000,12,A2020,F,6266
2000,12,A2121,F,6050
2000,12,A2222,F,5797
2000,12,A2323,F,5522
2000,12,A2424,F,5270
2000,12,A2525,F,5032
2000,12,A2626,F,4830
2000,12,A2727,F,4656
2000,12,A2828,F,4472
2000,12,A2929,F,4283
2000,12,A3030,F,4116
2000,12,A3131,F,3968
2000,12,A3232,F,3836
2000,12,A3333,F,3711
2000,12,A3434,F,3590
2000,12,A3535,F,3478
2000,12,A3636,F,3360
2000,12,A3737,F,3237
2000,12,A3838,F,3110
2000,12,A3939,F,3000
2000,12,A4040,F,2901
2000,12,A4141,F,2793
2000,12,A4242,F,2698
2000,12,A4343,F,2582
2000,12,A4444,F,2458
2000,12,A4545,F,2354
2000,12,A4646,F,2242
2000,12,A4747,F,2137
2000,12,A4848,F,2037
2000,12,A4949,F,1928
2000,12,A5050,F,1810
2000,12,A5151,F,1708
2000,12,A5252,F,1606
2000,12,A5353,F,1528
2000,12,A5454,F,1451
2000,12,A5555,F,1382
2000,12,A5656,F,1319
2000,12,A5757,F,1254
2000,12,A5858,F,1186
2000,12,A5959,F,1118
2000,12,A6060,F,1054
2000,12,A6161,F,994
2000,12,A6262,F,935
2000,12,A6363,F,881
2000,12,A6464,F,828
2000,12,A6565,F,782
2000,12,A6666,F,730
2000,12,A6767,F,692
2000,12,A6868,F,660
2000,12,A6969,F,636
2000,12,A7070,F,607
2000,12,A7171,F,587
2000,12,A7272,F,566
2000,12,A7373,F,529
2000,12,A7474,F,498
2000,12,A7575,F,449
2000,12,A7676,F,411
2000,12,A7777,F,377
2000,12,A7878,F,350
2000,12,A7979,F,328
2000,12,A8080,F,307
2000,12,A8181,F,287
2000,12,A8282,F,264
2000,12,A8383,F,239
2000,12,A8484,F,213
2000,12,A8585,F,185
2000,12,A8686,F,160
2000,12,A8787,F,137
2000,12,A8888,F,117
2000,12,A8989,F,102
2000,12,A9090,F,408
2000,13,A0000,M,41533
2000,13,A0101,M,41110
2000,13,A0202,M,40578
2000,13,A0303,M,40038
2000,13,A0404,M,39484
2000,13,A0505,M,38802
2000,13,A0606,M,37988
2000,13,A0707,M,37097
2000,13,A0808,M,36082
2000,13,A0909,M,35066
2000,13,A1010,M,34294
2000,13,A1111,M,33890
2000,13,A1212,M,33768
2000,13,A1313,M,33744
2000,13,A1414,M,33652
2000,13,A1515,M,33469
2000,13,A1616,M,33134
2000,13,A1717,M,32680
2000,13,A1818,M,32234
2000,13,A1919,M,31769
2000,13,A2020,M,31115
2000,13,A2121,M,30211
2000,13,A2222,M,29104
2000,13,A2323,M,27910
2000,13,A2424,M,26728
2000,13,A2525,M,25614
2000,13,A2626,M,24584
2000,13,A2727,M,23658
2000,13,A2828,M,22724
2000,13,A2929,M,21795
2000,13,A3030,M,20946
2000,13,A3131,M,20221
2000,13,A3232,M,19570
2000,13,A3333,M,18968
2000,13,A3434,M,18370
2000,13,A3535,M,17792
2000,13,A3636,M,17210
2000,13,A3737,M,16625
2000,13,A3838,M,16052
2000,13,A3939,M,15491
2000,13,A4040,M,14937
2000,13,A4141,M,14383
2000,13,A4242,M,13806
2000,13,A4343,M,13181
2000,13,A4444,M,12536
2000,13,A4545,M,11892
2000,13,A4646,M,11268
2000,13,A4747,M,10650
2000,13,A4848,M,10050
2000,13,A4949,M,9470
2000,13,A5050,M,8895
2000,13,A5151,M,8340
2000,13,A5252,M,7838
2000,13,A5353,M,7416
2000,13,A5454,M,7050
2000,13,A5555,M,6716
2000,13,A5656,M,6397
2000,13,A5757,M,6095
2000,13,A5858,M,5802
2000,13,A5959,M,5512
2000,13,A6060,M,5241
2000,13,A6161,M,4980
2000,13,A6262,M,4731
2000,13,A6363,M,4482
2000,13,A6464,M,4245
2000,13,A6565,M,4017
2000,13,A6666,M,3802
2000,13,A6767,M,3593
2000,13,A6868,M,3385
2000,13,A6969,M,3191
2000,13,A7070,M,3008
2000,13,A7171,M,2829
2000,13,A7272,M,2657
2000,13,A7373,M,2497
2000,13,A7474,M,2344
2000,13,A7575,M,2187
2000,13,A7676,M,2040
2000,13,A7777,M,1893
2000,13,A7878,M,1743
2000,13,A7979,M,1592
2000,13,A8080,M,1444
2000,13,A8181,M,1300
2000,13,A8282,M,1164
2000,13,A8383,M,1035
2000,13,A8484,M,912
2000,13,A8585,M,794
2000,13,A8686,M,679
2000,13,A8787,M,567
2000,13,A8888,M,455
2000,13,A8989,M,341
2000,13,A9090,M,1545
2000,13,A0000,F,40391
2000,13,A0101,F,40212
2000,13,A0202,F,39850
2000,13,A0303,F,39469
2000,13,A0404,F,39078
2000,13,A0505,F,38514
2000,13,A0606,F,37770
2000,13,A0707,F,36890
2000,13,A0808,F,35858
2000,13,A0909,F,34849
2000,13,A1010,F,34102
2000,13,A1111,F,33756
2000,13,A1212,F,33687
2000,13,A1313,F,33696
2000,13,A1414,F,33626
2000,13,A1515,F,33486
2000,13,A1616,F,33189
2000,13,A1717,F,32778
2000,13,A1818,F,32378
2000,13,A1919,F,31954
2000,13,A2020,F,31330
2000,13,A2121,F,30444
2000,13,A2222,F,29350
2000,13,A2323,F,28143
2000,13,A2424,F,26941
2000,13,A2525,F,25760
2000,13,A2626,F,24639
2000,13,A2727,F,23600
2000,13,A2828,F,22540
2000,13,A2929,F,21496
2000,13,A3030,F,20557
2000,13,A3131,F,19758
2000,13,A3232,F,19088
2000,13,A3333,F,18470
2000,13,A3434,F,17874
2000,13,A3535,F,17303
2000,13,A3636,F,16740
2000,13,A3737,F,16166
2000,13,A3838,F,15697
2000,13,A3939,F,15090
2000,13,A4040,F,14482
2000,13,A4141,F,13896
2000,13,A4242,F,13294
2000,13,A4343,F,12678
2000,13,A4444,F,12054
2000,13,A4545,F,11452
2000,13,A4646,F,10848
2000,13,A4747,F,10252
2000,13,A4848,F,9654
2000,13,A4949,F,9054
2000,13,A5050,F,8462
2000,13,A5151,F,7900
2000,13,A5252,F,7401
2000,13,A5353,F,6990
2000,13,A5454,F,6636
2000,13,A5555,F,6322
2000,13,A5656,F,6019
2000,13,A5757,F,5750
2000,13,A5858,F,5503
2000,13,A5959,F,5268
2000,13,A6060,F,5058
2000,13,A6161,F,4862
2000,13,A6262,F,4658
2000,13,A6363,F,4437
2000,13,A6464,F,4222
2000,13,A6565,F,4012
2000,13,A6666,F,3812
2000,13,A6767,F,3618
2000,13,A6868,F,3414
2000,13,A6969,F,3223
2000,13,A7070,F,3039
2000,13,A7171,F,2862
2000,13,A7272,F,2702
2000,13,A7373,F,2551
2000,13,A7474,F,2410
2000,13,A7575,F,2276
2000,13,A7676,F,2146
2000,13,A7777,F,2022
2000,13,A7878,F,1903
2000,13,A7979,F,1788
2000,13,A8080,F,1674
2000,13,A8181,F,1559
2000,13,A8282,F,1441
2000,13,A8383,F,1319
2000,13,A8484,F,1193
2000,13,A8585,F,1061
2000,13,A8686,F,921
2000,13,A8787,F,775
2000,13,A8888,F,620
2000,13,A8989,F,457
2000,13,A9090,F,2222
2000,14,A0000,M,5376
2000,14,A0101,M,5334
2000,14,A0202,M,5202
2000,14,A0303,M,5068
2000,14,A0404,M,4937
2000,14,A0505,M,4791
2000,14,A0606,M,4624
2000,14,A0707,M,4464
2000,14,A0808,M,4307
2000,14,A0909,M,4155
2000,14,A1010,M,4040
2000,14,A1111,M,3976
2000,14,A1212,M,3952
2000,14,A1313,M,3930
2000,14,A1414,M,3912
2000,14,A1515,M,3879
2000,14,A1616,M,3824
2000,14,A1717,M,3744
2000,14,A1818,M,3681
2000,14,A1919,M,3616
2000,14,A2020,M,3536
2000,14,A2121,M,3421
2000,14,A2222,M,3290
2000,14,A2323,M,3140
2000,14,A2424,M,2993
2000,14,A2525,M,2870
2000,14,A2626,M,2764
2000,14,A2727,M,2706
2000,14,A2828,M,2644
2000,14,A2929,M,2587
2000,14,A3030,M,2536
2000,14,A3131,M,2488
2000,14,A3232,M,2443
2000,14,A3333,M,2404
2000,14,A3434,M,2360
2000,14,A3535,M,2312
2000,14,A3636,M,2243
2000,14,A3737,M,2163
2000,14,A3838,M,2102
2000,14,A3939,M,2017
2000,14,A4040,M,1928
2000,14,A4141,M,1840
2000,14,A4242,M,1760
2000,14,A4343,M,1682
2000,14,A4444,M,1612
2000,14,A4545,M,1543
2000,14,A4646,M,1466
2000,14,A4747,M,1402
2000,14,A4848,M,1326
2000,14,A4949,M,1248
2000,14,A5050,M,1184
2000,14,A5151,M,1110
2000,14,A5252,M,1038
2000,14,A5353,M,964
2000,14,A5454,M,894
2000,14,A5555,M,834
2000,14,A5656,M,766
2000,14,A5757,M,712
2000,14,A5858,M,674
2000,14,A5959,M,634
2000,14,A6060,M,604
2000,14,A6161,M,574
2000,14,A6262,M,550
2000,14,A6363,M,516
2000,14,A6464,M,483
2000,14,A6565,M,454
2000,14,A6666,M,424
2000,14,A6767,M,404
2000,14,A6868,M,374
2000,14,A6969,M,358
2000,14,A7070,M,333
2000,14,A7171,M,315
2000,14,A7272,M,293
2000,14,A7373,M,268
2000,14,A7474,M,243
2000,14,A7575,M,225
2000,14,A7676,M,203
2000,14,A7777,M,184
2000,14,A7878,M,167
2000,14,A7979,M,152
2000,14,A8080,M,137
2000,14,A8181,M,124
2000,14,A8282,M,111
2000,14,A8383,M,97
2000,14,A8484,M,84
2000,14,A8585,M,71
2000,14,A8686,M,58
2000,14,A8787,M,47
2000,14,A8888,M,38
2000,14,A8989,M,30
2000,14,A9090,M,114
2000,14,A0000,F,5295
2000,14,A0101,F,5272
2000,14,A0202,F,5190
2000,14,A0303,F,5100
2000,14,A0404,F,4991
2000,14,A0505,F,4870
2000,14,A0606,F,4706
2000,14,A0707,F,4520
2000,14,A0808,F,4326
2000,14,A0909,F,4151
2000,14,A1010,F,4008
2000,14,A1111,F,3922
2000,14,A1212,F,3884
2000,14,A1313,F,3866
2000,14,A1414,F,3838
2000,14,A1515,F,3807
2000,14,A1616,F,3779
2000,14,A1717,F,3733
2000,14,A1818,F,3706
2000,14,A1919,F,3676
2000,14,A2020,F,3633
2000,14,A2121,F,3548
2000,14,A2222,F,3430
2000,14,A2323,F,3301
2000,14,A2424,F,3155
2000,14,A2525,F,3024
2000,14,A2626,F,2910
2000,14,A2727,F,2809
2000,14,A2828,F,2703
2000,14,A2929,F,2606
2000,14,A3030,F,2516
2000,14,A3131,F,2436
2000,14,A3232,F,2378
2000,14,A3333,F,2314
2000,14,A3434,F,2248
2000,14,A3535,F,2186
2000,14,A3636,F,2110
2000,14,A3737,F,2034
2000,14,A3838,F,1958
2000,14,A3939,F,1876
2000,14,A4040,F,1791
2000,14,A4141,F,1703
2000,14,A4242,F,1619
2000,14,A4343,F,1525
2000,14,A4444,F,1436
2000,14,A4545,F,1344
2000,14,A4646,F,1260
2000,14,A4747,F,1168
2000,14,A4848,F,1074
2000,14,A4949,F,1000
2000,14,A5050,F,915
2000,14,A5151,F,834
2000,14,A5252,F,764
2000,14,A5353,F,706
2000,14,A5454,F,660
2000,14,A5555,F,621
2000,14,A5656,F,576
2000,14,A5757,F,550
2000,14,A5858,F,518
2000,14,A5959,F,496
2000,14,A6060,F,478
2000,14,A6161,F,453
2000,14,A6262,F,428
2000,14,A6363,F,402
2000,14,A6464,F,382
2000,14,A6565,F,358
2000,14,A6666,F,337
2000,14,A6767,F,314
2000,14,A6868,F,302
2000,14,A6969,F,286
2000,14,A7070,F,278
2000,14,A7171,F,262
2000,14,A7272,F,256
2000,14,A7373,F,245
2000,14,A7474,F,228
2000,14,A7575,F,214
2000,14,A7676,F,198
2000,14,A7777,F,184
2000,14,A7878,F,170
2000,14,A7979,F,156
2000,14,A8080,F,142
2000,14,A8181,F,129
2000,14,A8282,F,116
2000,14,A8383,F,103
2000,14,A8484,F,90
2000,14,A8585,F,77
2000,14,A8686,F,66
2000,14,A8787,F,55
2000,14,A8888,F,44
2000,14,A8989,F,34
2000,14,A9090,F,159
2000,15,A0000,M,86411
2000,15,A0101,M,85623
2000,15,A0202,M,84904
2000,15,A0303,M,84081
2000,15,A0404,M,83182
2000,15,A0505,M,82356
2000,15,A0606,M,81603
2000,15,A0707,M,80915
2000,15,A0808,M,80075
2000,15,A0909,M,79193
2000,15,A1010,M,78578
2000,15,A1111,M,78356
2000,15,A1212,M,78327
2000,15,A1313,M,78340
2000,15,A1414,M,78118
2000,15,A1515,M,77568
2000,15,A1616,M,76566
2000,15,A1717,M,75204
2000,15,A1818,M,73782
2000,15,A1919,M,72270
2000,15,A2020,M,70411
2000,15,A2121,M,68108
2000,15,A2222,M,65498
2000,15,A2323,M,62718
2000,15,A2424,M,60008
2000,15,A2525,M,57509
2000,15,A2626,M,55364
2000,15,A2727,M,53496
2000,15,A2828,M,51744
2000,15,A2929,M,49992
2000,15,A3030,M,48330
2000,15,A3131,M,46738
2000,15,A3232,M,45196
2000,15,A3333,M,43718
2000,15,A3434,M,42288
2000,15,A3535,M,40930
2000,15,A3636,M,39652
2000,15,A3737,M,38445
2000,15,A3838,M,36954
2000,15,A3939,M,35940
2000,15,A4040,M,34994
2000,15,A4141,M,34011
2000,15,A4242,M,32896
2000,15,A4343,M,31617
2000,15,A4444,M,30224
2000,15,A4545,M,28814
2000,15,A4646,M,27459
2000,15,A4747,M,26129
2000,15,A4848,M,24844
2000,15,A4949,M,23607
2000,15,A5050,M,22382
2000,15,A5151,M,21214
2000,15,A5252,M,20129
2000,15,A5353,M,19179
2000,15,A5454,M,18345
2000,15,A5555,M,17572
2000,15,A5656,M,16826
2000,15,A5757,M,16110
2000,15,A5858,M,15400
2000,15,A5959,M,14684
2000,15,A6060,M,13982
2000,15,A6161,M,13301
2000,15,A6262,M,12605
2000,15,A6363,M,11905
2000,15,A6464,M,11202
2000,15,A6565,M,10520
2000,15,A6666,M,9865
2000,15,A6767,M,9242
2000,15,A6868,M,8635
2000,15,A6969,M,8058
2000,15,A7070,M,7506
2000,15,A7171,M,6975
2000,15,A7272,M,6476
2000,15,A7373,M,5984
2000,15,A7474,M,5518
2000,15,A7575,M,5104
2000,15,A7676,M,4694
2000,15,A7777,M,4305
2000,15,A7878,M,3936
2000,15,A7979,M,3585
2000,15,A8080,M,3253
2000,15,A8181,M,2941
2000,15,A8282,M,2647
2000,15,A8383,M,2371
2000,15,A8484,M,2113
2000,15,A8585,M,1870
2000,15,A8686,M,1644
2000,15,A8787,M,1432
2000,15,A8888,M,1234
2000,15,A8989,M,1048
2000,15,A9090,M,3780
2000,15,A0000,F,84296
2000,15,A0101,F,84095
2000,15,A0202,F,83908
2000,15,A0303,F,83638
2000,15,A0404,F,83326
2000,15,A0505,F,82882
2000,15,A0606,F,82311
2000,15,A0707,F,81608
2000,15,A0808,F,80664
2000,15,A0909,F,79644
2000,15,A1010,F,78862
2000,15,A1111,F,78452
2000,15,A1212,F,78298
2000,15,A1313,F,78152
2000,15,A1414,F,77772
2000,15,A1515,F,77070
2000,15,A1616,F,75944
2000,15,A1717,F,74452
2000,15,A1818,F,72900
2000,15,A1919,F,71286
2000,15,A2020,F,69308
2000,15,A2121,F,66916
2000,15,A2222,F,64218
2000,15,A2323,F,61374
2000,15,A2424,F,58606
2000,15,A2525,F,56078
2000,15,A2626,F,53920
2000,15,A2727,F,52046
2000,15,A2828,F,50268
2000,15,A2929,F,48500
2000,15,A3030,F,46848
2000,15,A3131,F,45350
2000,15,A3232,F,43930
2000,15,A3333,F,42596
2000,15,A3434,F,41280
2000,15,A3535,F,39968
2000,15,A3636,F,38633
2000,15,A3737,F,37296
2000,15,A3838,F,35936
2000,15,A3939,F,34683
2000,15,A4040,F,33466
2000,15,A4141,F,32252
2000,15,A4242,F,31023
2000,15,A4343,F,29762
2000,15,A4444,F,28486
2000,15,A4545,F,27246
2000,15,A4646,F,26028
2000,15,A4747,F,24786
2000,15,A4848,F,23526
2000,15,A4949,F,22257
2000,15,A5050,F,20985
2000,15,A5151,F,19774
2000,15,A5252,F,18699
2000,15,A5353,F,17790
2000,15,A5454,F,17024
2000,15,A5555,F,16328
2000,15,A5656,F,15653
2000,15,A5757,F,15008
2000,15,A5858,F,14379
2000,15,A5959,F,13762
2000,15,A6060,F,13175
2000,15,A6161,F,12606
2000,15,A6262,F,12026
2000,15,A6363,F,11410
2000,15,A6464,F,10779
2000,15,A6565,F,10161
2000,15,A6666,F,9572
2000,15,A6767,F,9015
2000,15,A6868,F,8486
2000,15,A6969,F,7994
2000,15,A7070,F,7522
2000,15,A7171,F,7074
2000,15,A7272,F,6634
2000,15,A7373,F,6207
2000,15,A7474,F,5794
2000,15,A7575,F,5417
2000,15,A7676,F,5048
2000,15,A7777,F,4721
2000,15,A7878,F,4445
2000,15,A7979,F,4204
2000,15,A8080,F,3979
2000,15,A8181,F,3751
2000,15,A8282,F,3507
2000,15,A8383,F,3242
2000,15,A8484,F,2958
2000,15,A8585,F,2656
2000,15,A8686,F,2343
2000,15,A8787,F,2022
2000,15,A8888,F,1699
2000,15,A8989,F,1378
2000,15,A9090,F,5812
2000,16,A0000,M,8372
2000,16,A0101,M,8309
2000,16,A0202,M,8156
2000,16,A0303,M,7960
2000,16,A0404,M,7748
2000,16,A0505,M,7511
2000,16,A0606,M,7250
2000,16,A0707,M,6995
2000,16,A0808,M,6730
2000,16,A0909,M,6470
2000,16,A1010,M,6246
2000,16,A1111,M,6081
2000,16,A1212,M,5970
2000,16,A1313,M,5896
2000,16,A1414,M,5834
2000,16,A1515,M,5751
2000,16,A1616,M,5651
2000,16,A1717,M,5543
2000,16,A1818,M,5418
2000,16,A1919,M,5300
2000,16,A2020,M,5168
2000,16,A2121,M,5021
2000,16,A2222,M,4863
2000,16,A2323,M,4693
2000,16,A2424,M,4528
2000,16,A2525,M,4380
2000,16,A2626,M,4228
2000,16,A2727,M,4110
2000,16,A2828,M,3995
2000,16,A2929,M,3873
2000,16,A3030,M,3744
2000,16,A3131,M,3606
2000,16,A3232,M,3471
2000,16,A3333,M,3331
2000,16,A3434,M,3184
2000,16,A3535,M,3062
2000,16,A3636,M,2924
2000,16,A3737,M,2802
2000,16,A3838,M,2656
2000,16,A3939,M,2544
2000,16,A4040,M,2445
2000,16,A4141,M,2340
2000,16,A4242,M,2238
2000,16,A4343,M,2138
2000,16,A4444,M,2039
2000,16,A4545,M,1951
2000,16,A4646,M,1858
2000,16,A4747,M,1767
2000,16,A4848,M,1656
2000,16,A4949,M,1546
2000,16,A5050,M,1435
2000,16,A5151,M,1322
2000,16,A5252,M,1233
2000,16,A5353,M,1159
2000,16,A5454,M,1114
2000,16,A5555,M,1075
2000,16,A5656,M,1034
2000,16,A5757,M,994
2000,16,A5858,M,934
2000,16,A5959,M,874
2000,16,A6060,M,810
2000,16,A6161,M,756
2000,16,A6262,M,702
2000,16,A6363,M,660
2000,16,A6464,M,626
2000,16,A6565,M,596
2000,16,A6666,M,570
2000,16,A6767,M,542
2000,16,A6868,M,514
2000,16,A6969,M,484
2000,16,A7070,M,446
2000,16,A7171,M,414
2000,16,A7272,M,378
2000,16,A7373,M,344
2000,16,A7474,M,314
2000,16,A7575,M,282
2000,16,A7676,M,251
2000,16,A7777,M,228
2000,16,A7878,M,213
2000,16,A7979,M,204
2000,16,A8080,M,198
2000,16,A8181,M,192
2000,16,A8282,M,182
2000,16,A8383,M,169
2000,16,A8484,M,152
2000,16,A8585,M,133
2000,16,A8686,M,115
2000,16,A8787,M,97
2000,16,A8888,M,81
2000,16,A8989,M,68
2000,16,A9090,M,348
2000,16,A0000,F,8038
2000,16,A0101,F,7980
2000,16,A0202,F,7842
2000,16,A0303,F,7674
2000,16,A0404,F,7498
2000,16,A0505,F,7308
2000,16,A0606,F,7096
2000,16,A0707,F,6889
2000,16,A0808,F,6653
2000,16,A0909,F,6398
